iter	RMSE
0	0.5114911835
1	0.4778929781
2	0.4468613971
3	0.4184259426
4	0.3921760735
5	0.3676812943
6	0.3455673183
7	0.3250114402
8	0.3057189117
9	0.2880394736
10	0.2716089224
11	0.2565893149
12	0.2429605112
13	0.230349526
14	0.2184536293
15	0.2079550744
16	0.1981969543
17	0.1889778576
18	0.1805903171
19	0.1731730394
20	0.1662241874
21	0.1595954157
22	0.153118242
23	0.1478401903
24	0.1423103841
25	0.1376381225
26	0.1335243848
27	0.1294785628
28	0.125394695
29	0.1218371061
30	0.1183913695
31	0.115217692
32	0.1122831126
33	0.1095499787
34	0.1070614625
35	0.1046381087
36	0.10245718
37	0.1004075451
38	0.09825517
39	0.09637852434
40	0.09471238397
41	0.09305105212
42	0.09140993544
43	0.08998823371
44	0.08855012821
45	0.08726455354
46	0.08591101003
47	0.08465510687
48	0.08356084988
49	0.08240270563
50	0.08134550554
51	0.08033390947
52	0.07939635108
53	0.07848756234
54	0.07765764704
55	0.07671048002
56	0.07596312564
57	0.07514823254
58	0.07448619866
59	0.07380127889
60	0.07308412653
61	0.07251874579
62	0.07199740201
63	0.07138482163
64	0.07089698881
65	0.07032721919
66	0.06981171263
67	0.06938581731
68	0.0689597816
69	0.06856246515
70	0.06821605023
71	0.06781445091
72	0.0673686418
73	0.06698439128
74	0.0666414539
75	0.06627245477
76	0.06590473208
77	0.06561750641
78	0.06527787153
79	0.06498704379
80	0.0647050708
81	0.06448270568
82	0.06414658521
83	0.06387914949
84	0.06360269988
85	0.06337167063
86	0.06316453403
87	0.06293894917
88	0.06278914779
89	0.06256973088
90	0.06231097429
91	0.06211514759
92	0.06192262148
93	0.06171994743
94	0.06158940041
95	0.06139747381
96	0.06122682741
97	0.06107658408
98	0.06092129074
99	0.06070958731
100	0.06057630988
101	0.06035034815
102	0.06017735437
103	0.05997267185
104	0.05986220602
105	0.05973639256
106	0.05961828914
107	0.05953750833
108	0.05933546722
109	0.05915275652
110	0.05903129736
111	0.05885128683
112	0.05872617339
113	0.05861441254
114	0.05851428605
115	0.05837200039
116	0.05829096445
117	0.05817180832
118	0.05808449952
119	0.05795047548
120	0.05783026795
121	0.05774249667
122	0.05760350801
123	0.05747484995
124	0.05736612808
125	0.05726225986
126	0.05719569989
127	0.05711385924
128	0.05701161221
129	0.05696353008
130	0.05688701711
131	0.05679018021
132	0.05661881103
133	0.05655798914
134	0.05647824592
135	0.05632509235
136	0.05625805484
137	0.05614818682
138	0.05606661577
139	0.0559875586
140	0.05593140928
141	0.05582607226
142	0.05576517983
143	0.05565770214
144	0.05558714585
145	0.05548324088
146	0.05541703878
147	0.05535199288
148	0.05530633465
149	0.05519420503
150	0.05511255072
151	0.05507994378
152	0.05501345499
153	0.05493921808
154	0.05490894011
155	0.05481912502
156	0.0547170425
157	0.05464130861
158	0.05451261394
159	0.05445215127
160	0.05439178408
161	0.05434338144
162	0.054288936
163	0.05424723456
164	0.05417842825
165	0.05409217155
166	0.05404243425
167	0.05398924869
168	0.05394279751
169	0.05387667691
170	0.05383686242
171	0.05378227905
172	0.05373576319
173	0.05370594826
174	0.05365291624
175	0.05361026643
176	0.05354917325
177	0.05349600281
178	0.05341025797
179	0.05336055636
180	0.05331554094
181	0.05325179028
182	0.0531955181
183	0.05316341324
184	0.05311608254
185	0.05309854299
186	0.0530376388
187	0.05299630783
188	0.05292087358
189	0.05286005651
190	0.05282656743
191	0.0527761577
192	0.05273740565
193	0.05269772851
194	0.0526609159
195	0.05262985953
196	0.05251942025
197	0.05249105365
198	0.05240903494
199	0.0523749187
200	0.05232160191
201	0.05226294737
202	0.0522315929
203	0.0522017407
204	0.05216123297
205	0.05211629458
206	0.05206463944
207	0.05203834391
208	0.05191383642
209	0.05188739727
210	0.05185391917
211	0.0518262863
212	0.0518029488
213	0.05175829433
214	0.0516438237
215	0.05155485212
216	0.05152999274
217	0.05148621967
218	0.05142061213
219	0.05138435663
220	0.05134833128
221	0.05132641491
222	0.05129048831
223	0.05126432966
224	0.05120506332
225	0.05115958238
226	0.05111116334
227	0.05107305504
228	0.05104654277
229	0.05101945026
230	0.05098940177
231	0.05094632019
232	0.05091327116
233	0.05089701934
234	0.05085035007
235	0.05082288404
236	0.05075456336
237	0.05073834538
238	0.05071385346
239	0.05069699119
240	0.0506763494
241	0.05063025518
242	0.0505420456
243	0.05051438136
244	0.05049227393
245	0.05045415298
246	0.05043744449
247	0.05040701895
248	0.05037320572
249	0.05033422832
250	0.0503086747
251	0.05029483209
252	0.05024223513
253	0.05021522165
254	0.05014828512
255	0.05012502725
256	0.05010096461
257	0.050059033
258	0.0500429559
259	0.04999567407
260	0.04997847969
261	0.04995637106
